source,target,tgt_lng
Hunt for the Crow,狩鸦之行,zh-CN
In Memory of Greust,古斯特的墓碑,zh-CN
In Search of the Sanctum,在禁域中搜寻,zh-CN
In Service to Science,为科学服务,zh-CN
Infernal Talc,炼狱之粉,zh-CN
Into the Breach,深入裂隙,zh-CN
Into The Nexus,走进枢纽,zh-CN
Intruders in Black,黑色入侵者,zh-CN
"Jamanra, the Legendary Warrior",传奇武士亚曼拉,zh-CN
Karst's Lockpicks,卡斯特的解密工具,zh-CN
Key of Devotion,奉献之钥,zh-CN
Key of Strength,力量之钥,zh-CN
Kingsmarch Disenchanting,君锋镇的分解,zh-CN
Kingsmarch Farming,君锋镇的耕作,zh-CN
Kingsmarch Mapping,君锋镇的异界冒险,zh-CN
Kingsmarch Prospecting,君锋镇的勘探,zh-CN
Kingsmarch Shipping,君锋镇的航海,zh-CN
Kingsmarch Smelting,君锋镇的冶炼,zh-CN
Kishara's Star,琪莎拉之星,zh-CN
Kitava's Torments,奇塔弗的受难,zh-CN
Kraityn's Amulet,克雷顿的古灵之记,zh-CN
Laboratory,实验室,zh-CN
Lacquered Buckler,漆彩轻盾,zh-CN
Lathi,武术长杖,zh-CN
Leather Belt,皮革腰带,zh-CN
Lighting the Way,照亮道路,zh-CN
Lost in Love,迷失的爱情,zh-CN
Lost Voidstones,失落的虚空石,zh-CN
Love is Dead,葬爱,zh-CN
Luminous Astrolabe,锃亮的星盘,zh-CN
Lunar Eclipse,月食,zh-CN
Malachai's Entrails,玛拉凯的钥匙III,zh-CN
Malachai's Heart,玛拉凯的钥匙II,zh-CN
Malachai's Lungs,玛拉凯的钥匙I,zh-CN
Maligaro's Map,马雷格罗的地图,zh-CN
Maligaro's Sanctum,马雷格罗的藏身处,zh-CN
Maligaro's Spike,马雷格罗的尖刺,zh-CN
Mansion,豪宅,zh-CN
Map (Tier 1),地图（1 阶）,zh-CN
Map to Tsoatha,深海之路,zh-CN
Maple Round Shield,枫木圆盾,zh-CN
Master Key,主钥,zh-CN
Maven's Invitation: Glennach Cairns,贤主之邀：格伦纳赫石冢,zh-CN
Maven's Invitation: Haewark Hamlet,贤主之邀：海沃克村,zh-CN
Maven's Invitation: Lex Ejoris,贤主之邀：恩约利斯之律,zh-CN
Maven's Invitation: Lex Proxima,贤主之邀：未来之律,zh-CN
Maven's Invitation: Lira Arthain,贤主之邀：利拉亚森,zh-CN
Maven's Invitation: New Vastir,贤主之邀：新瓦斯蒂尔,zh-CN
Maven's Invitation: The Atlas,贤主之邀：异界图鉴,zh-CN
Maven's Invitation: Tirn's End,贤主之邀：提恩止境,zh-CN
Maven's Invitation: Valdo's Rest,贤主之邀：瓦尔多之息,zh-CN
Medicine Chest,医药箱,zh-CN
Medium Life Flask,中型生命药剂,zh-CN
Medium Mana Flask,中型魔力药剂,zh-CN
Memory Fragment I,记忆碎片I,zh-CN
Memory Fragment II,记忆碎片II,zh-CN
Memory Fragment III,记忆碎片III,zh-CN
Memory Fragment IV,记忆碎片IV,zh-CN
Memory Fragment IX,记忆碎片IX,zh-CN
Memory Fragment V,记忆碎片IV,zh-CN
Memory Fragment VI,记忆碎片VI,zh-CN
Memory Fragment VII,记忆碎片VII,zh-CN
Memory Fragment VIII,记忆碎片VIII,zh-CN
Memory Fragment X,记忆碎片X,zh-CN
Memory Fragment XI,记忆碎片XI,zh-CN
Memory Fragment XII,记忆碎片XII,zh-CN
Memory Fragment XIII,记忆碎片XIII,zh-CN
Memory Fragment XIV,记忆碎片XIV,zh-CN
Memory Fragment XV,记忆碎片XV,zh-CN
Mercy Mission,医者之心,zh-CN
Merveil's Wedding Dress,莫薇儿的婚纱,zh-CN
Miasmeter,米亚斯表,zh-CN
Military Staff,军用长杖,zh-CN
Moment of Loneliness,孤寂之时,zh-CN
Moment of Trauma,创伤之时,zh-CN
Moon Orb,月影法珠,zh-CN
Nashta's War Journal,纳希塔战争日志,zh-CN
Negotiate with the Client,跟客户谈判,zh-CN
Niko's Explosives,尼克的炸药,zh-CN
Niko's Fuel,尼克的燃料,zh-CN
Niko's Mine,尼克的矿洞,zh-CN
No Love for Old Ghosts,无爱旧魂,zh-CN
No Time like the Present,机不可失,zh-CN
Noble Tricorne,贵族三角帽,zh-CN
Oak Buckler,橡木轻盾,zh-CN
Oak's Amulet,欧克的古灵之记,zh-CN
Obsidian Key,黑曜石钥匙,zh-CN
Omen Wand,灵兆法杖,zh-CN
Opal Sceptre,灵石短杖,zh-CN
Painted Tower Shield,彩绘塔盾,zh-CN
Paying Tribute,献上贡品,zh-CN
Piety's Pets,派蒂的宠物,zh-CN
Pile of Inexplicable Junk,莫名其妙的垃圾堆,zh-CN
Piledriver,扫荡者,zh-CN
Plate Vest,铁制背心,zh-CN
Poisoned Lockpick,下毒的解密工具,zh-CN
Pound of Flesh,切肤之肉,zh-CN
Quartz Flask,石英药剂,zh-CN
Queen of Despair,格鲁丝克,zh-CN
Queen of the Sands,沙之女神,zh-CN
Ranger Bow,游侠弓,zh-CN
Reaver Axe,残暴之斧,zh-CN
Records Office,档案处,zh-CN
Recurring Nightmare,复活的梦魇,zh-CN
Redwood Spiked Shield,红木刺盾,zh-CN
Reflection of Terror,恐惧映射,zh-CN
Repository,储藏库,zh-CN
Rescue Hana,拯救哈娜,zh-CN
Return to Oriath,回到奥瑞亚,zh-CN
Ribbon Spool,缎带之轴,zh-CN
Roseus Glyph,雕纹:长春花,zh-CN
Safe and Sound,安身之地,zh-CN
Safe Passage,安全通道,zh-CN
Sanctum Temptations,禁域考验,zh-CN
Scale Vest,细鳞背心,zh-CN
Sekhem,威能短杖,zh-CN
Sekhema Feather,领袖之羽,zh-CN
Sentinel Controller,近卫控制器,zh-CN
Sever the Right Hand,铲除左右手,zh-CN
Severed Limb,凋零之肢,zh-CN
Sewer Keys,下水道钥匙,zh-CN
Shadow of the Vaal,瓦尔之影,zh-CN
Shagreen Boots,粗革短靴,zh-CN
Shaper's Orb (Tier 1),塑界之玉( 1 阶),zh-CN
Shaper's Orb (Tier 10),塑界之玉( 10 阶),zh-CN
Shaper's Orb (Tier 2),塑界之玉( 2 阶),zh-CN
Shaper's Orb (Tier 3),塑界之玉( 3 阶),zh-CN
Shaper's Orb (Tier 4),塑界之玉( 4 阶),zh-CN
Shaper's Orb (Tier 5),塑界之玉( 5 阶),zh-CN
Shaper's Orb (Tier 6),塑界之玉( 6 阶),zh-CN
Shaper's Orb (Tier 7),塑界之玉( 7 阶),zh-CN
Shaper's Orb (Tier 8),塑界之玉( 8 阶),zh-CN
Shaper's Orb (Tier 9),塑界之玉( 9 阶),zh-CN
Sharp and Cruel,清理蜘蛛,zh-CN
Shattered Past,破碎的过去,zh-CN
Shrinking Light,缩小光线,zh-CN
Siege Helmet,破城之盔,zh-CN
Sign of Purity,纯净之印,zh-CN
Silver Locket,银色吊坠,zh-CN
Slaver's Records,奴隶记录,zh-CN
Smuggler's Den,珍宝之地,zh-CN
Solar Eclipse,日食,zh-CN
Soldier Boots,战士之靴,zh-CN
Soldier Gloves,战士手套,zh-CN
Solerai's Spear,索瑞之矛,zh-CN
Soul of Abberath,割裂者 艾贝拉斯之魂,zh-CN
Soul of Arakaali,暗影女皇 阿拉卡力之魂,zh-CN
Soul of Garukhan,风暴女神 格鲁坎之魂,zh-CN
Soul of Gruthkul,绝望之母 格鲁丝克之魂,zh-CN
Soul of Lunaris,月影女神之魂,zh-CN
Soul of Ralakesh,万面之主 拉克斯之魂,zh-CN
Soul of Ryslatha,傀儡女王 瑞斯拉萨之魂,zh-CN
Soul of Shakari,沙之女神 沙卡丽之魂,zh-CN
Soul of Solaris,日耀女神之魂,zh-CN
Soul of the Brine King,惊海之王 索亚格斯之魂,zh-CN
Soul of Tukohama,战争之父 图克哈玛之魂,zh-CN
Soul of Yugul,恐惧之源 尤格尔之魂,zh-CN
Spike-Point Arrow Quiver,刺锋箭袋,zh-CN
Spiked Limb,尖刺之肢,zh-CN
Spiteful Winter,恶寒严冬,zh-CN
Steel Circlet,冷钢之冠,zh-CN
Steelhead,沉钢重锤,zh-CN
Stibnite Flask,迷雾药剂,zh-CN
Storm Blade,风暴之刃,zh-CN
Strange Growths,奇异的瘤体,zh-CN
Strange Limb,畸生之肢,zh-CN
Strengthening Darkness,黑暗肆虐,zh-CN
Studded Belt,扣钉腰带,zh-CN
Sulphur Flask,硫磺药剂,zh-CN
Sun Orb,日耀法珠,zh-CN
Sundering Axe,裂甲巨斧,zh-CN
Teak Round Shield,柚木圆盾,zh-CN
Tempered Foil,强化细剑,zh-CN
Templar Uniforms,圣堂制服,zh-CN
Thaumetic Emblem,奇术徽章,zh-CN
Thaumetic Sulphite,托麦迪克亚硫酸,zh-CN
The Apex,巨灵之印,zh-CN
The Atlas of Worlds,异界图鉴,zh-CN
The Bandit Lord Alira,帮助盗贼头目－阿莉亚,zh-CN
The Bandit Lord Kraityn,帮助盗贼头目－克雷顿,zh-CN
The Bandit Lord Oak,帮助盗贼头目－欧克,zh-CN
The Black Flag,黑旗,zh-CN
The Blood Idol,染血塑像,zh-CN
The Book of Jamanra,亚曼拉之书,zh-CN
The Brine King,惊海之王,zh-CN
The Caged Brute,冲出监牢,zh-CN
The Cloven One,撕裂之神,zh-CN
The Dweller of the Deep,黑渊危机,zh-CN
The Eternal Nightmare,永恒梦魇,zh-CN
The Eye of Desire,欲望之眼,zh-CN
The Eye of Fury,愤怒之眼,zh-CN
The Father of War,战争之父,zh-CN
The Forbidden Sanctum,禁忌圣所,zh-CN
The Gemling Legion,古灵使徒斗士,zh-CN
The Gemling Queen,宝石皇后,zh-CN
The Great White Beast,白色巨兽,zh-CN
The Head of Vruun,弗伦之首,zh-CN
The Immortal Syndicate,不朽辛迪加,zh-CN
The Key to Freedom,自由之钥,zh-CN
The King of Desire,欲望之王,zh-CN
The King of Fury,暴怒之王,zh-CN
The King's Feast,王的盛宴,zh-CN
The Lord's Labyrinth,帝王试炼迷宫,zh-CN
The Lost Expedition,失落的探险,zh-CN
The Marooned Mariner,被放逐的水手,zh-CN
The Master of a Million Faces,盗贼头目,zh-CN
The Maven's Beacon,贤主信标,zh-CN
The Maven's Game,贤主的游戏,zh-CN
The Mortinomicon Exitio Immortalis,湮灭永生死灵之书,zh-CN
The Mother of Spiders,阿拉卡力,zh-CN
The Puppet Mistress,傀儡女王,zh-CN
The Ravenous God,贪婪之神,zh-CN
The Ribbon Spool,丝带线轴,zh-CN
The Rogue Harbour,黄金港,zh-CN
The Root of the Problem,盘根错节,zh-CN
The Ruler of Highgate,海加特山脉的统治者,zh-CN
The Sacred Grove,古灵庄园,zh-CN
The Sceptre of God,神权之塔,zh-CN
The Shaper's Key,塑界者之钥,zh-CN
The Silver Locket,银色吊坠,zh-CN
The Siren's Cadence,海妖之歌,zh-CN
The Staff of Purity,纯净之杖,zh-CN
The Storm Blade,风暴之刃,zh-CN
The Teardrop,海神之泪,zh-CN
The Thought Extractor,思想萃取器,zh-CN
The Trarthan Code,特拉特斯规范,zh-CN
The Twilight Strand,绝望岩滩,zh-CN
The Unbreakable,牢不可破装置,zh-CN
The Undertaker's Apprentice,送葬者的学徒,zh-CN
The Vox Twins,沃克斯兄弟,zh-CN
The Way Forward,开路先锋,zh-CN
The Wings of Vastiri,瓦斯提里之翼,zh-CN
Thirst for Blood,鲜血渴求,zh-CN
Threads of the Originator,起源者之丝缕,zh-CN
Throat Stabber,刺喉刃,zh-CN
Through Sacred Ground,梦中圣地,zh-CN
Tibbs' Wealth,特卜斯的财宝,zh-CN
Tolman's Bracelet,托尔曼的手镯,zh-CN
Tomahawk,征战之斧,zh-CN
Toward the Future,走向未来,zh-CN
Tower Key,神塔之钥,zh-CN
Trarthan Powder,特拉珊粉,zh-CN
Tukohama's Tooth,图克哈玛之牙,zh-CN
Tullina's Engagement Ring,图林娜的婚戒,zh-CN
Tunnels,隧道,zh-CN
Twisted Dreams,扭曲之梦,zh-CN
Uncarved Gemstone,待雕琢的宝石,zh-CN
Unearthing the Past,往日挖掘,zh-CN
Valako's Jaw,瓦拉库之颚,zh-CN
Vault Key,宝库钥匙,zh-CN
Victario's Secrets,维多里奥的秘宝,zh-CN
Vilenta's Vengeance,薇伦塔的复仇,zh-CN
Viridi's Finger,维里迪之指,zh-CN
Viscera Cauldron,脏腑之炉,zh-CN
Vivid Rescue,活性救援,zh-CN
Walnut Spirit Shield,桃木魔盾,zh-CN
War for the Wildwood,荒林之争,zh-CN
Web of Secrets,灾异之兆,zh-CN
Widowsilk Robe,毒蛛丝之袍,zh-CN
Wings of Vastiri,瓦斯提里之翼,zh-CN
Wyrmscale Boots,地蝮鳞长靴,zh-CN
Wyrmscale Gauntlets,蝮鳞手套,zh-CN
Zealot Helmet,热战之盔,zh-CN
Zodiac Leather,星辰皮甲,zh-CN
Awakened Support Gems,Awakened Support Gems,zh-CN
Skill bar,Skill bar,zh-CN
Treasure Key,古铜钥匙,zh-CN
Added Cold Damage Support,附加冰霜伤害(辅),zh-CN
Agate Amulet,玛瑙护身符,zh-CN
Agnerod East,东方雷霆圣杖,zh-CN
Agnerod North,北方雷霆圣杖,zh-CN
Agnerod South,南方雷霆圣杖,zh-CN
Agnerod West,西方雷霆圣杖,zh-CN
Ahkeli's Mountain,阿克莱的高山,zh-CN
Amber Amulet,琥珀护身符,zh-CN
Amethyst Flask,紫晶药剂,zh-CN
Animate Weapon,幻化武器,zh-CN
Apep's Slumber,艾普之梦,zh-CN
Apep's Supremacy,艾普的霸权,zh-CN
Arborix,阿伯瑞斯,zh-CN
Architect's Hand,建筑师之手,zh-CN
Astrolabe Amulet,星盘项链,zh-CN
Beltimber Blade,芯木腰刀,zh-CN
Berek's Grip,贝雷克的冰与雷之曲,zh-CN
Berek's Pass,贝雷克的冰与火之歌,zh-CN
Berek's Respite,贝雷克的火与雷之乐,zh-CN
Bitterdream,苦梦,zh-CN
Blessing of Chayula,夏乌拉的祝福,zh-CN
Blessing of Esh,艾许的祝福,zh-CN
Blessing of Tul,托沃的祝福,zh-CN
Blessing of Uul-Netol,乌尔尼多的祝福,zh-CN
Blessing of Xoph,索伏的祝福,zh-CN
Blink Arrow,闪现射击,zh-CN
Block Chance Reduction Support,减少格挡几率(辅),zh-CN
Bone Spirit Shield,骨制魔盾,zh-CN
Bonechill Support,彻骨（辅）,zh-CN
Book of Reform,抉择之书,zh-CN
Book of Regression,逆行之书,zh-CN
Bound Rune,束缚符文,zh-CN
Bounty Rune,富裕符文,zh-CN
Breach Ring,裂隙戒指,zh-CN
Brutal Restraint,残酷的约束,zh-CN
Cameria's Avarice,卡美利亚之贪婪,zh-CN
Cameria's Maul,卡美利亚之锤,zh-CN
Chain Belt,扣链腰带,zh-CN
Choir of the Storm,暴风之语,zh-CN
Citrine Amulet,黄晶护身符,zh-CN
Cold Penetration Support,冰霜穿透(辅),zh-CN
Combat Focus,战斗专注,zh-CN
Combustion Support,几率点燃(辅),zh-CN
Concentrated Effect Support,集中效应(辅),zh-CN
Coral Amulet,珊瑚护身符,zh-CN
Coral Ring,珊瑚戒指,zh-CN
Coward's Chains,懦夫之链,zh-CN
Coward's Legacy,懦夫之遗,zh-CN
Crimson Jewel,赤红珠宝,zh-CN
Cryonic Ring,冰凝戒指,zh-CN
Dance of the Offered,献祭舞鞋,zh-CN
Dash,冲刺,zh-CN
Dead Reckoning,死亡清算,zh-CN
Deregulation Scroll,解除卷轴,zh-CN
Discharge,解放,zh-CN
Duskdawn,宵晓,zh-CN
Electroshock Scroll,电击卷轴,zh-CN
Elegant Hubris,优雅的狂妄,zh-CN
Elegant Sword,贵族之剑,zh-CN
Elemental Aegis,元素守护,zh-CN
Elemental Hit,元素打击,zh-CN
Elemental Penetration Support,元素穿透（辅）,zh-CN
Endless Misery,无尽之苦,zh-CN
Enthalpic Ring,炽能戒指,zh-CN
Esh's Mirror,艾许之镜,zh-CN
Esh's Visage,艾许之面,zh-CN
Expedition Logbook,先祖秘藏日志,zh-CN
Eye of Chayula,寻宝者的心眼,zh-CN
Faminebind,饥荒之结,zh-CN
Fate of the Vaal,瓦尔命运,zh-CN
Feastbind,盛宴之结,zh-CN
Fire Penetration Support,火焰穿透(辅),zh-CN
Formless Ring,无形戒指,zh-CN
Fragmentation Scroll,破碎卷轴,zh-CN
Frostblink,冰霜闪现,zh-CN
Fugitive Ring,逃亡戒指,zh-CN
Glacial Hammer,冰霜之锤,zh-CN
Glorious Vanity,光彩夺目,zh-CN
Gold Amulet,帝金护身符,zh-CN
Granite Flask,坚岩药剂,zh-CN
Grasping Mail,扼杀链甲,zh-CN
Grelwood Shank,韧木曲刃,zh-CN
Haemocombustion Scroll,焚血卷轴,zh-CN
Hand of Thought and Motion,思动之手,zh-CN
Hand of Wisdom and Action,智行之手,zh-CN
Heartbreaker,裂心刃,zh-CN
Hypothermia Support,急冻(辅),zh-CN
Hyrri's Bite,西里的嗜血之矢,zh-CN
Ice Bite Support,霜咬(辅),zh-CN
Ice Spear,冰矛,zh-CN
Immolate Support,献祭(辅),zh-CN
Innervate Support,闪电支配(辅),zh-CN
Inscribed Ultimatum,贪婪战书,zh-CN
Inspiration Support,启迪（辅）,zh-CN
Invictus Solaris,耀日,zh-CN
Iron Reflexes,霸体,zh-CN
Iron Ring,锻铁戒指,zh-CN
Jade Amulet,翠玉护身符,zh-CN
Jade Flask,翠玉药剂,zh-CN
Journey Rune,旅途符文,zh-CN
Kingmaker,王者之刃,zh-CN
Lapis Amulet,海玉护身符,zh-CN
Lethal Pride,致命的骄傲,zh-CN
Life Rune,生命符文,zh-CN
Light of Lunaris,月影之耀,zh-CN
Lightning Penetration Support,闪电穿透(辅),zh-CN
Lightning Warp,闪电传送,zh-CN
Loreweave,满溢之甲,zh-CN
Lost Unity,失落归一,zh-CN
Magna Eclipsis,坚毅之食,zh-CN
Mask of the Spirit Drinker,饮魂者面罩,zh-CN
Mask of the Stitched Demon,缝合恶魔面罩,zh-CN
Militant Faith,好战的信仰,zh-CN
Mirror Arrow,魅影射击,zh-CN
Mountain Rune,崇山符文,zh-CN
Omeyocan,至高天堂,zh-CN
Onyx Amulet,黑曜护身符,zh-CN
Orb of Horizons,平行石,zh-CN
Organic Ring,有机戒指,zh-CN
Paua Amulet,海灵护身符,zh-CN
Paua Ring,海灵戒指,zh-CN
Precursor's Emblem,先驱的纹章,zh-CN
Presence of Chayula,夏乌拉之印,zh-CN
Primordial Eminence,起源卓越,zh-CN
Primordial Harmony,起源和谐,zh-CN
Primordial Might,起源力量,zh-CN
Prismatic Ring,三相戒指,zh-CN
Puncture,放血,zh-CN
Putembo's Valley,普藤博的山谷,zh-CN
Quicksilver Flask,水银药剂,zh-CN
Rain of Arrows,箭雨,zh-CN
Replica Bitterdream,苦梦【仿品】,zh-CN
River Rune,河川符文,zh-CN
Ruby Flask,红玉药剂,zh-CN
Ruby Ring,红玉戒指,zh-CN
Rustic Sash,素布腰带,zh-CN
Sacrificial Heart,祭祀之心,zh-CN
Sanctified Relic,圣洁遗物,zh-CN
Sapphire Flask,蓝玉药剂,zh-CN
Sapphire Ring,蓝玉戒指,zh-CN
Second Wind Support,助力之风（辅）,zh-CN
Severed in Sleep,离异梦寐,zh-CN
Shade of Solaris,日耀之影,zh-CN
Sharktooth Arrow Quiver,鲨齿箭袋,zh-CN
Skin of the Lords,君主之肤,zh-CN
Skin of the Loyal,忠诚之肤,zh-CN
Slavedriver's Hand,奴隶贩子之手,zh-CN
Soul Catcher,捕魂者,zh-CN
Soul Ripper,裂魂者,zh-CN
Soul Taker,开膛斧,zh-CN
Specularity Scroll,光棱卷轴,zh-CN
Spirit Guards,精神守护,zh-CN
Star of Wraeclast,瓦尔克拉斯之星,zh-CN
Story of the Vaal,瓦尔传说,zh-CN
Summon Skeletons,召唤魔侍,zh-CN
Sun Rune,太阳符文,zh-CN
Synaptic Ring,突触戒指,zh-CN
Tempered Flesh,淬火之躯,zh-CN
Tempered Mind,淬火之心,zh-CN
Tempered Spirit,淬火之魂,zh-CN
The Anima Stone,聚魂石,zh-CN
The Anticipation,悬念,zh-CN
The Blue Dream,碧影梦境,zh-CN
The Blue Nightmare,碧影梦魇,zh-CN
The Enmity Divine,圣恶之喻,zh-CN
The Flow Untethered,流逝之时,zh-CN
The Formless Flame,无形火炬,zh-CN
The Formless Inferno,无形炼狱,zh-CN
The Fracturing Spinner,爆裂之射,zh-CN
The Goddess Bound,女神的灵缚,zh-CN
The Goddess Scorned,女神的怒炎,zh-CN
The Green Dream,青影梦境,zh-CN
The Green Nightmare,青影梦魇,zh-CN
The Halcyon,太平,zh-CN
The Immortal Will,不朽意志,zh-CN
The Infinite Pursuit,无尽之距,zh-CN
The Pandemonius,群魔殿,zh-CN
The Perfect Form,完美姿态,zh-CN
The Red Dream,赤影梦境,zh-CN
The Red Nightmare,赤影梦魇,zh-CN
The Red Trail,赤红踪迹,zh-CN
The Retch,呕吐,zh-CN
The Rippling Thoughts,秘法君临,zh-CN
The Shattered Divinity,神性破碎,zh-CN
The Snowblind Grace,雪盲恩惠,zh-CN
The Sundered Will,崩解意志,zh-CN
The Surging Thoughts,思想奔流,zh-CN
The Surrender,降伏,zh-CN
The Taming,元素之章,zh-CN
The Tempest's Binding,风暴拘束,zh-CN
The Tempest's Liberation,风雪释放,zh-CN
The Torrent's Reclamation,沧海桑田,zh-CN
The Unshattered Will,不屈之志,zh-CN
The Vinktar Square,维克塔广场,zh-CN
The Will of Esh,艾许的意志,zh-CN
The Will of Tul,托沃的意志,zh-CN
The Will of Uul-Netol,乌尔尼多的意志,zh-CN
The Will of Xoph,索伏的意志,zh-CN
The Yielding Mortality,死亡屈服,zh-CN
Time Rune,时光符文,zh-CN
Time-light Scroll,时光卷轴,zh-CN
Topaz Flask,黄玉药剂,zh-CN
Topaz Ring,黄玉戒指,zh-CN
Transcendent Flesh,升华之躯,zh-CN
Transcendent Mind,升华之心,zh-CN
Transcendent Spirit,升华之魂,zh-CN
Tulborn,托沃崩,zh-CN
Tulfall,托沃卧,zh-CN
Turquoise Amulet,青玉护身符,zh-CN
Two-Stone Ring,双玉戒指,zh-CN
Unbound Ailments Support,异常爆发(辅),zh-CN
United in Dream,合流梦寐,zh-CN
Uul-Netol's Embrace,乌尔尼多的拥抱,zh-CN
Uul-Netol's Kiss,乌尔尼多之吻,zh-CN
Uzaza's Meadow,乌扎萨的草原,zh-CN
Vaults of Atziri,阿兹里的秘宝库,zh-CN
Vial of Awakening,觉醒魔瓶,zh-CN
Vial of Consequence,结论魔瓶,zh-CN
Vial of Dominance,统御魔瓶,zh-CN
Vial of Fate,命运魔瓶,zh-CN
Vial of Sacrifice,献祭魔瓶,zh-CN
Vial of Summoning,召唤魔瓶,zh-CN
Vial of the Ghost,鬼魂魔瓶,zh-CN
Vial of the Ritual,仪祭魔瓶,zh-CN
Vial of Transcendence,超越魔瓶,zh-CN
Vix Lunaris,影月,zh-CN
Voice of the Storm,暴风之言,zh-CN
War Rune,战争符文,zh-CN
Xoph's Blood,索伏之血,zh-CN
Xoph's Heart,索伏之心,zh-CN
Xoph's Inception,索伏的始源,zh-CN
Xoph's Nurture,索伏的爱抚,zh-CN
Zerphi's Heart,泽佛伊之心,zh-CN
Endgame,终局,zh-CN
Tier,阶级,zh-CN
Chain,连锁,zh-CN
Fork,分裂,zh-CN
Pierce,穿透,zh-CN
Return,返回,zh-CN
Totem,图腾,zh-CN
Trap,陷阱,zh-CN
Energy Shield Leech,能量护盾偷取,zh-CN
Life Leech,生命偷取,zh-CN
Mana Leech,魔力偷取,zh-CN
Recharge,充能回复,zh-CN
Recoup,补偿回复,zh-CN
Recovery,回复,zh-CN
Regeneration,再生,zh-CN
Life,生命,zh-CN
Mana,魔力,zh-CN
Rage,怒火,zh-CN
Reservation,保留,zh-CN
Spirit,精魂,zh-CN
Active Skill,主动技能,zh-CN
Area of Effect,范围效果,zh-CN
Aura,光环,zh-CN
Banner,旗帜,zh-CN
Brand,烙印,zh-CN
Channelling,吟唱,zh-CN
Guard Skill,防护技能,zh-CN
Herald,捷,zh-CN
Mine,地雷,zh-CN
Minion,召唤生物,zh-CN
Slam,猛击,zh-CN
Strike,打击,zh-CN
Travel,位移,zh-CN
Vaal Skill,瓦尔技能,zh-CN
Warcry,战吼,zh-CN
Guild,公会,zh-CN
Party,队伍,zh-CN
Attack Speed,攻击速度,zh-CN
Attacks per Second,每秒攻击次数,zh-CN
Additional,附加,zh-CN
Increased,提高,zh-CN
Less,总降,zh-CN
More,总增,zh-CN
Nearby,周围,zh-CN
Recently,近期内,zh-CN
Reduced,降低,zh-CN
Buff,增益效果,zh-CN
Debuff,减益效果,zh-CN
Stash,仓库,zh-CN
Buyout,一口价,zh-CN
Want To Buy,收购,zh-CN
Want To Sell,出售,zh-CN
Want To Trade,交换,zh-CN
Cast on Critical Strike,暴击时施放,zh-CN
Axe,斧,zh-CN
Bow,弓,zh-CN
Claw,爪,zh-CN
Crossbow,弩,zh-CN
Dagger,匕首,zh-CN
Flail,链枷,zh-CN
Mace,锤,zh-CN
Quarterstaff,战杖,zh-CN
Sceptre,权杖,zh-CN
Spear,矛,zh-CN
Staff,长杖,zh-CN
Sword,剑,zh-CN
Wand,法杖,zh-CN
Area,区域,zh-CN
Hideout,藏身处,zh-CN
Portal,传送门,zh-CN
Town,城镇,zh-CN
Waypoint,传送点,zh-CN
